time,price,"Price (EUR/MWh, EUR/tCO2)"
2024-05-17T11:45+02:00,25.1,
2024-05-17T12:00+02:00,47.99,
2024-05-17T12:15+02:00,29.18,
2024-05-17T12:30+02:00,19.0,
2024-05-17T12:45+02:00,10.0,
2024-05-17T13:00+02:00,45.02,
2024-05-17T13:15+02:00,32.5,
2024-05-17T13:30+02:00,20.0,
2024-05-17T13:45+02:00,-1.48,
2024-05-17T14:00+02:00,17.74,
2024-05-17T14:15+02:00,20.04,
2024-05-17T14:30+02:00,17.55,
2024-05-17T14:45+02:00,20.1,
2024-05-17T15:00+02:00,15.1,
2024-05-17T15:15+02:00,17.59,
2024-05-17T15:30+02:00,22.68,
2024-05-17T15:45+02:00,62.4,
2024-05-17T16:00+02:00,15.08,
2024-05-17T16:15+02:00,40.03,
2024-05-17T16:30+02:00,36.74,
2024-05-17T16:45+02:00,79.91,
2024-05-17T17:00+02:00,17.6,
2024-05-17T17:15+02:00,69.91,
2024-05-17T17:30+02:00,68.34,
2024-05-17T17:45+02:00,115.9,
2024-05-17T18:00+02:00,49.88,
2024-05-17T18:15+02:00,75.2,
2024-05-17T18:30+02:00,91.96,
2024-05-17T18:45+02:00,132.0,
2024-05-17T19:00+02:00,83.57,
2024-05-17T19:15+02:00,91.97,
2024-05-17T19:30+02:00,114.92,
2024-05-17T19:45+02:00,127.9,
2024-05-17T20:00+02:00,139.99,
2024-05-17T20:15+02:00,112.44,
2024-05-17T20:30+02:00,111.95,
2024-05-17T20:45+02:00,99.27,
2024-05-17T21:00+02:00,115.92,
2024-05-17T21:15+02:00,95.33,
2024-05-17T21:30+02:00,86.6,
2024-05-17T21:45+02:00,78.3,
2024-05-17T22:00+02:00,117.4,
2024-05-17T22:15+02:00,90.0,
2024-05-17T22:30+02:00,76.0,
2024-05-17T22:45+02:00,63.9,
2024-05-17T23:00+02:00,95.98,
2024-05-17T23:15+02:00,79.98,
2024-05-17T23:30+02:00,68.0,
2024-05-17T23:45+02:00,61.3,
2024-05-18T00:00+02:00,93.0,
2024-05-18T00:15+02:00,78.52,
2024-05-18T00:30+02:00,64.98,
2024-05-18T00:45+02:00,64.94,
2024-05-18T01:00+02:00,74.95,
2024-05-18T01:15+02:00,68.97,
2024-05-18T01:30+02:00,65.21,
2024-05-18T01:45+02:00,64.91,
2024-05-18T02:00+02:00,69.92,
2024-05-18T02:15+02:00,64.91,
2024-05-18T02:30+02:00,64.92,
2024-05-18T02:45+02:00,68.91,
2024-05-18T03:00+02:00,64.02,
2024-05-18T03:15+02:00,64.91,
2024-05-18T03:30+02:00,64.92,
2024-05-18T03:45+02:00,68.98,
2024-05-18T04:00+02:00,59.19,
2024-05-18T04:15+02:00,60.98,
2024-05-18T04:30+02:00,68.92,
2024-05-18T04:45+02:00,74.92,
2024-05-18T05:00+02:00,48.95,
2024-05-18T05:15+02:00,62.4,
2024-05-18T05:30+02:00,64.95,
2024-05-18T05:45+02:00,84.93,
2024-05-18T06:00+02:00,74.74,
2024-05-18T06:15+02:00,68.96,
2024-05-18T06:30+02:00,64.95,
2024-05-18T06:45+02:00,64.97,
2024-05-18T07:00+02:00,77.66,
2024-05-18T07:15+02:00,69.92,
2024-05-18T07:30+02:00,64.9,
2024-05-18T07:45+02:00,60.99,
2024-05-18T08:00+02:00,84.98,
2024-05-18T08:15+02:00,64.99,
2024-05-18T08:30+02:00,52.93,
2024-05-18T08:45+02:00,25.06,
2024-05-18T09:00+02:00,84.92,
2024-05-18T09:15+02:00,52.94,
2024-05-18T09:30+02:00,25.7,
2024-05-18T09:45+02:00,0.45,
2024-05-18T10:00+02:00,47.96,
2024-05-18T10:15+02:00,25.06,
2024-05-18T10:30+02:00,8.99,
2024-05-18T10:45+02:00,-9.5,
2024-05-18T11:00+02:00,28.97,
2024-05-18T11:15+02:00,13.16,
2024-05-18T11:30+02:00,-0.05,
2024-05-18T11:45+02:00,-7.08,
2024-05-18T12:00+02:00,21.0,
2024-05-18T12:15+02:00,8.92,
2024-05-18T12:30+02:00,-2.76,
2024-05-18T12:45+02:00,-23.04,
2024-05-18T13:00+02:00,15.09,
2024-05-18T13:15+02:00,5.07,
2024-05-18T13:30+02:00,-6.8,
2024-05-18T13:45+02:00,-16.43,
2024-05-18T14:00+02:00,-9.93,
2024-05-18T14:15+02:00,-3.2,
2024-05-18T14:30+02:00,-4.17,
2024-05-18T14:45+02:00,5.09,
2024-05-18T15:00+02:00,-24.96,
2024-05-18T15:15+02:00,-9.93,
2024-05-18T15:30+02:00,5.08,
2024-05-18T15:45+02:00,31.04,
2024-05-18T16:00+02:00,-43.0,
2024-05-18T16:15+02:00,-4.96,
2024-05-18T16:30+02:00,25.04,
2024-05-18T16:45+02:00,58.65,
2024-05-18T17:00+02:00,-27.1,
2024-05-18T17:15+02:00,24.91,
2024-05-18T17:30+02:00,56.9,
2024-05-18T17:45+02:00,98.0,
2024-05-18T18:00+02:00,31.9,
2024-05-18T18:15+02:00,60.92,
2024-05-18T18:30+02:00,90.9,
2024-05-18T18:45+02:00,133.9,
2024-05-18T19:00+02:00,66.5,
2024-05-18T19:15+02:00,89.9,
2024-05-18T19:30+02:00,114.71,
2024-05-18T19:45+02:00,144.92,
2024-05-18T20:00+02:00,132.99,
2024-05-18T20:15+02:00,119.93,
2024-05-18T20:30+02:00,112.9,
2024-05-18T20:45+02:00,108.7,
2024-05-18T21:00+02:00,136.53,
2024-05-18T21:15+02:00,103.3,
2024-05-18T21:30+02:00,93.0,
2024-05-18T21:45+02:00,81.6,
2024-05-18T22:00+02:00,122.5,
2024-05-18T22:15+02:00,93.0,
2024-05-18T22:30+02:00,84.97,
2024-05-18T22:45+02:00,73.4,
2024-05-18T23:00+02:00,104.93,
2024-05-18T23:15+02:00,83.03,
2024-05-18T23:30+02:00,73.0,
2024-05-18T23:45+02:00,64.99,
2024-05-19T00:00+02:00,95.4,
2024-05-19T00:15+02:00,79.0,
2024-05-19T00:30+02:00,71.6,
2024-05-19T00:45+02:00,66.0,
2024-05-19T01:00+02:00,84.92,
2024-05-19T01:15+02:00,73.31,
2024-05-19T01:30+02:00,72.92,
2024-05-19T01:45+02:00,65.76,
2024-05-19T02:00+02:00,73.25,
2024-05-19T02:15+02:00,68.96,
2024-05-19T02:30+02:00,68.94,
2024-05-19T02:45+02:00,64.97,
2024-05-19T03:00+02:00,72.97,
2024-05-19T03:15+02:00,70.69,
2024-05-19T03:30+02:00,68.99,
2024-05-19T03:45+02:00,64.99,
2024-05-19T04:00+02:00,81.56,
2024-05-19T04:15+02:00,60.97,
